id_venta,producto_id,cliente_id,fecha,cantidad,precio
502,123,56,2024-02-26,5,49.95
503,128,61,2024-02-16,6,70.95
504,106,176,2024-02-17,4,11.45
505,134,166,2024-02-15,2,119.01
506,103,102,2024-02-05,5,81.0
507,112,32,2024-02-28,4,99.07
508,105,170,2024-01-28,2,24.03
509,141,164,2024-03-17,1,57.12
510,101,13,2024-02-12,2,109.47
511,115,33,2024-03-13,1,24.7
512,113,18,2024-03-11,1,26.58
513,113,151,2024-01-28,6,29.0
514,114,85,2024-01-19,2,26.84
515,138,1,2024-02-05,1,91.22
516,109,34,2024-03-10,4,79.33
517,116,45,2024-01-15,2,43.02
518,142,7,2024-01-17,5,8.89
519,100,92,2024-01-31,3,44.87
520,137,83,2024-01-03,6,15.36
521,111,68,2024-01-07,5,120.03
522,108,190,2024-02-23,3,74.32
523,133,30,2024-01-09,1,106.74
524,130,115,2024-02-16,1,70.17
525,132,152,2024-01-14,4,12.11
526,128,129,2024-01-29,1,79.99
527,139,12,2024-03-25,5,60.38
528,133,78,2024-02-28,6,106.68
529,141,8,2024-01-08,2,65.15
530,130,103,2024-02-24,3,69.69
531,143,28,2024-03-03,4,103.53
532,145,114,2024-01-10,1,81.79
533,105,83,2024-03-18,3,23.31
534,109,17,2024-01-17,1,92.95
535,117,160,2024-03-22,1,60.51
536,137,141,2024-02-11,5,17.71
537,124,153,2024-03-08,4,61.01
538,118,117,2024-03-05,3,55.23
539,138,111,2024-01-13,1,82.16
540,144,30,2024-03-24,2,33.09
541,141,197,2024-03-11,3,61.9
542,146,56,2024-02-25,1,38.56
543,128,59,2024-02-22,3,66.93
544,121,117,2024-02-21,4,21.02
545,126,187,2024-01-13,2,28.48
546,120,110,2024-02-10,4,73.07
547,142,66,2024-02-17,3,9.07
548,109,176,2024-03-01,1,92.97
549,104,24,2024-01-11,4,23.67
550,105,111,2024-01-13,4,24.63
551,147,190,2024-02-17,3,69.18
552,108,143,2024-01-08,3,76.8
553,137,144,2024-03-12,3,17.05
554,121,172,2024-01-16,1,22.64
555,126,91,2024-03-26,5,25.33
556,148,109,2024-01-07,4,62.83
557,118,154,2024-02-09,2,57.33
558,122,27,2024-03-14,1,41.05
559,132,55,2024-01-20,4,12.5
560,142,124,2024-01-29,1,8.57
561,106,90,2024-03-12,3,12.8
562,123,30,2024-02-05,3,44.87
563,136,58,2024-02-24,3,40.35
564,135,197,2024-03-20,4,90.27
565,139,173,2024-03-23,4,56.08
566,135,7,2024-03-18,6,94.87
567,142,178,2024-02-04,3,9.72
568,101,47,2024-02-04,1,124.33
569,144,196,2024-02-09,3,31.76
570,121,90,2024-01-01,2,21.92
571,111,37,2024-03-13,1,118.46
572,142,103,2024-01-09,2,9.17
573,109,190,2024-03-22,1,92.85
574,101,24,2024-03-08,6,125.05
575,113,97,2024-02-23,4,27.24
576,129,88,2024-01-21,4,9.36
577,123,80,2024-02-11,1,45.47
578,149,146,2024-03-17,2,27.68
579,105,14,2024-01-20,3,22.69
580,110,194,2024-03-20,1,8.1
581,103,173,2024-01-11,2,73.13
582,117,114,2024-03-25,1,69.2
583,127,125,2024-03-18,3,60.56
584,128,107,2024-02-04,1,75.77
585,113,194,2024-03-06,3,28.09
586,107,89,2024-02-25,6,97.31
587,107,73,2024-03-27,2,113.89
588,143,152,2024-03-03,2,112.61
589,133,171,2024-02-09,2,108.97
590,102,57,2024-02-20,6,87.56
591,138,15,2024-01-01,5,79.17
592,113,78,2024-01-28,1,26.66
593,149,36,2024-02-02,3,25.57
594,118,84,2024-01-16,4,54.38
595,100,128,2024-02-25,6,45.05
596,111,34,2024-02-18,4,122.99
597,134,181,2024-01-30,4,124.05
598,132,144,2024-03-26,4,12.8
599,122,19,2024-02-20,1,34.99
600,147,11,2024-02-25,5,66.32
601,101,118,2024-01-10,4,113.91
602,120,148,2024-02-24,1,69.71
603,136,104,2024-03-31,3,39.47
604,140,107,2024-02-07,1,19.0
605,107,104,2024-01-03,1,106.33
606,120,44,2024-03-20,1,79.84
607,129,177,2024-02-16,2,10.25
608,105,112,2024-01-14,1,20.98
609,115,112,2024-03-16,2,25.99
610,125,135,2024-01-11,3,91.33
611,125,80,2024-02-13,3,102.16
612,114,86,2024-01-22,4,23.52
613,104,131,2024-03-22,2,21.13
614,107,136,2024-03-06,1,114.79
615,112,199,2024-02-14,1,100.71
616,122,187,2024-03-23,3,40.16
617,109,61,2024-01-14,3,77.96
618,109,66,2024-01-26,2,86.74
619,111,155,2024-01-20,1,113.06
620,148,195,2024-03-24,1,62.15
621,104,46,2024-03-21,2,21.25
622,131,119,2024-03-13,3,25.54
623,148,149,2024-02-27,4,63.8
624,143,145,2024-03-23,1,100.9
625,140,160,2024-02-11,3,19.82
626,140,81,2024-01-20,1,20.69
627,128,18,2024-03-01,1,73.73
628,128,162,2024-02-08,3,78.56
629,117,152,2024-01-08,3,69.29
630,122,130,2024-01-10,2,41.03
631,119,119,2024-02-27,1,41.53
632,102,15,2024-02-17,2,94.84
633,118,20,2024-03-23,2,56.24
634,105,158,2024-03-17,2,24.0
635,132,99,2024-02-29,1,11.38
636,137,142,2024-01-06,1,15.12
637,128,147,2024-03-24,5,69.02
638,112,83,2024-03-18,6,97.44
639,130,129,2024-01-20,1,79.21
640,103,116,2024-01-14,3,73.82
641,121,183,2024-01-11,3,21.96
642,132,166,2024-01-23,1,13.72
643,102,64,2024-03-31,6,91.86
644,128,113,2024-03-08,1,75.77
645,133,157,2024-01-21,1,103.41
646,123,96,2024-02-06,1,46.78
647,124,105,2024-02-13,4,60.06
648,143,154,2024-01-07,4,107.94
649,140,166,2024-02-12,2,18.54
650,104,85,2024-01-13,6,20.83
651,135,174,2024-02-19,4,99.51
652,118,65,2024-03-25,2,57.13
653,138,39,2024-02-12,2,89.94
654,105,150,2024-03-25,5,22.58
655,109,90,2024-02-09,1,88.03
656,141,179,2024-03-25,5,58.37
657,125,34,2024-03-17,3,97.81
658,145,22,2024-02-09,4,75.21
659,135,97,2024-03-23,3,105.98
660,121,33,2024-03-26,1,19.94
661,144,190,2024-03-28,6,32.54
662,133,24,2024-03-23,4,113.94
663,142,109,2024-03-06,1,9.61
664,123,5,2024-02-16,2,47.27
665,119,47,2024-01-28,2,39.21
666,121,197,2024-03-03,1,20.58
667,112,58,2024-01-18,6,95.86
668,109,20,2024-02-07,3,83.41
669,106,130,2024-03-10,4,10.82
670,147,135,2024-01-05,6,64.21
671,142,87,2024-03-20,1,8.19
672,108,153,2024-02-18,1,74.42
673,109,42,2024-01-24,2,92.12
674,144,198,2024-03-20,2,33.01
675,110,185,2024-02-26,3,7.67
676,102,106,2024-02-16,1,83.25
677,143,185,2024-01-31,1,114.75
678,128,157,2024-02-06,3,72.76
679,148,192,2024-02-27,4,72.02
680,114,137,2024-01-31,3,27.82
681,119,121,2024-01-25,1,35.5
682,123,174,2024-03-14,1,42.96
683,128,119,2024-02-06,2,79.52
684,149,98,2024-03-05,1,24.28
685,133,108,2024-01-21,2,124.02
686,112,155,2024-01-18,2,100.88
687,116,14,2024-03-23,1,37.18
688,130,96,2024-03-11,6,81.83
689,106,183,2024-03-07,1,12.74
690,107,73,2024-01-11,3,112.31
691,148,42,2024-02-04,2,68.08
692,128,132,2024-01-19,2,75.57
693,127,24,2024-01-29,1,58.11
694,128,90,2024-01-04,2,76.12
695,126,14,2024-02-20,1,28.93
696,132,96,2024-01-31,6,11.47
697,124,21,2024-02-17,3,56.8
698,114,8,2024-02-10,4,24.24
699,106,183,2024-03-24,3,12.47
700,121,38,2024-01-18,5,21.81
701,102,74,2024-03-01,2,91.28
702,144,36,2024-03-31,4,35.25
703,130,115,2024-03-19,1,81.32
704,100,21,2024-01-03,3,49.77
705,116,56,2024-01-20,1,41.26
706,135,187,2024-03-18,2,100.93
707,133,109,2024-01-15,1,117.72
708,149,74,2024-01-31,6,23.89
709,119,32,2024-01-07,6,37.77
710,115,108,2024-03-22,5,27.56
711,139,118,2024-01-09,3,58.27
712,107,128,2024-03-17,5,102.6
713,134,5,2024-03-21,2,119.94
714,132,148,2024-01-31,4,13.13
715,145,37,2024-02-07,4,80.14
716,127,1,2024-03-19,4,59.27
717,122,62,2024-03-14,2,34.78
718,126,48,2024-03-26,2,27.21
719,142,22,2024-03-08,2,9.3
720,123,18,2024-03-08,2,46.65
721,134,130,2024-03-05,1,113.11
722,135,6,2024-02-19,1,89.61
723,130,12,2024-03-22,3,77.39
724,124,96,2024-02-02,3,57.03
725,147,5,2024-02-15,2,69.52
726,104,89,2024-01-31,2,22.84
727,146,169,2024-03-21,1,39.55
728,106,198,2024-03-15,2,11.44
729,147,194,2024-02-12,3,65.25
730,108,12,2024-02-15,3,78.06
731,134,87,2024-03-23,4,121.11
732,111,200,2024-03-28,6,105.31
733,129,179,2024-03-02,1,9.32
734,140,47,2024-01-18,3,20.54
735,104,184,2024-02-28,1,24.9
736,102,76,2024-01-26,1,96.93
737,102,52,2024-01-06,2,82.07
738,120,80,2024-03-06,2,71.69
739,125,140,2024-03-01,1,91.63
740,116,10,2024-03-23,4,40.3
741,112,74,2024-02-15,2,102.95
742,149,13,2024-03-24,3,25.07
743,121,70,2024-01-16,2,19.45
744,123,112,2024-02-21,1,48.84
745,147,113,2024-02-19,1,65.14
746,121,48,2024-03-04,3,19.39
747,144,128,2024-02-17,3,33.07
748,133,69,2024-01-11,6,113.74
749,146,109,2024-01-11,4,41.26
750,127,155,2024-01-24,1,65.85
751,134,76,2024-02-11,6,118.41
752,106,21,2024-02-11,4,12.58
753,142,76,2024-02-09,1,8.43
754,128,155,2024-02-24,3,71.83
755,110,177,2024-02-26,4,7.96
756,122,115,2024-01-06,2,36.57
757,146,91,2024-03-19,4,39.01
758,127,71,2024-03-22,4,63.16
759,103,20,2024-03-26,3,67.88
760,140,104,2024-02-16,3,18.85
761,132,192,2024-03-27,3,11.65
762,110,8,2024-01-19,4,7.9
763,138,174,2024-02-26,1,76.92
764,102,33,2024-01-09,1,91.71
765,115,200,2024-03-23,3,26.33
766,123,93,2024-02-19,1,46.1
767,136,9,2024-03-18,3,40.0
768,109,174,2024-02-27,6,80.15
769,123,96,2024-02-26,3,46.23
770,148,20,2024-03-14,2,70.82
771,108,136,2024-02-16,3,81.41
772,125,81,2024-03-24,1,87.75
773,117,64,2024-01-15,3,66.37
774,101,189,2024-01-24,1,104.71
775,131,133,2024-02-19,1,26.55
776,135,31,2024-02-03,1,94.51
777,149,67,2024-03-31,1,25.5
778,128,55,2024-03-19,1,73.41
779,118,178,2024-03-03,1,57.95
780,112,32,2024-01-18,1,101.54
781,104,116,2024-01-23,5,23.63
782,145,114,2024-01-12,2,78.34
783,143,82,2024-03-26,2,113.28
784,122,182,2024-01-09,6,39.85
785,135,139,2024-02-07,3,102.49
786,119,41,2024-03-31,2,35.1
787,144,164,2024-01-23,3,37.94
788,123,131,2024-01-29,1,48.92
789,107,52,2024-01-18,1,105.36
790,115,127,2024-01-04,1,25.83
791,123,142,2024-03-14,4,45.69
792,123,120,2024-03-11,3,49.91
793,108,157,2024-01-12,5,70.2
794,104,80,2024-02-20,2,21.35
795,145,185,2024-03-02,6,88.12
796,133,106,2024-02-22,2,121.93
797,136,19,2024-01-17,2,41.02
798,120,165,2024-01-10,1,79.21
799,128,120,2024-03-28,1,77.9
800,133,89,2024-01-17,4,118.88
801,149,142,2024-03-22,1,25.23
802,137,47,2024-01-17,1,15.78
803,127,129,2024-01-08,1,69.75
804,107,133,2024-01-20,3,100.54
805,119,43,2024-01-21,2,38.08
806,120,182,2024-01-29,3,75.6
807,122,133,2024-02-06,5,38.58
808,105,65,2024-01-26,6,24.55
809,140,142,2024-02-05,1,20.67
810,108,161,2024-02-08,1,78.84
811,139,137,2024-01-12,2,59.82
812,132,165,2024-01-22,4,13.24
813,137,149,2024-01-20,4,15.6
814,110,169,2024-03-20,1,7.23
815,146,155,2024-02-13,1,42.44
816,136,11,2024-01-04,2,43.84
817,105,12,2024-03-23,3,24.42
818,149,148,2024-02-03,1,28.16
819,141,54,2024-03-14,5,61.79
820,126,159,2024-03-22,3,29.44
821,101,128,2024-03-21,1,114.39
822,134,75,2024-03-23,2,107.84
823,119,124,2024-02-01,2,35.17
824,143,104,2024-02-08,1,101.58
825,129,19,2024-03-29,6,10.44
826,103,41,2024-02-26,6,72.85
827,126,124,2024-02-29,2,27.99
828,113,88,2024-03-18,2,27.1
829,109,81,2024-02-10,3,81.52
830,146,89,2024-02-21,3,42.08
831,108,195,2024-02-17,1,67.63
832,132,144,2024-01-14,4,12.38
833,120,62,2024-02-29,1,82.82
834,107,69,2024-02-27,1,108.69
835,115,37,2024-01-13,6,24.73
836,103,75,2024-02-19,1,68.26
837,139,108,2024-02-01,2,51.18
838,110,84,2024-03-14,3,6.72
839,146,81,2024-01-25,2,44.91
840,148,41,2024-03-04,4,69.43
841,132,120,2024-03-04,2,12.79
842,119,128,2024-01-03,2,37.92
843,105,101,2024-03-05,1,24.71
844,129,62,2024-01-28,2,9.71
845,137,91,2024-01-07,2,15.95
846,103,73,2024-03-04,4,77.3
847,138,168,2024-03-27,4,75.51
848,130,74,2024-03-09,2,74.59
849,100,28,2024-02-25,1,45.76
850,108,68,2024-02-16,4,68.75
851,148,104,2024-02-16,2,64.0
852,102,103,2024-01-07,1,84.56
853,136,144,2024-01-25,6,42.44
854,123,142,2024-02-06,6,47.02
855,104,99,2024-03-05,1,23.16
856,128,196,2024-03-11,2,78.17
857,117,160,2024-03-28,1,65.2
858,139,31,2024-01-17,1,53.67
859,106,101,2024-02-17,4,11.62
860,121,143,2024-02-16,2,20.6
861,148,37,2024-01-26,2,71.74
862,138,131,2024-02-21,5,91.31
863,132,11,2024-01-06,4,12.02
864,102,36,2024-02-12,3,88.07
865,130,133,2024-02-28,1,79.97
866,109,156,2024-03-06,1,93.37
867,108,84,2024-03-19,2,76.16
868,120,42,2024-02-20,3,81.32
869,139,190,2024-02-08,3,56.89
870,137,87,2024-03-05,1,16.29
871,132,137,2024-03-03,1,13.07
872,145,145,2024-02-08,2,84.12
873,130,5,2024-02-17,1,68.65
874,121,173,2024-01-15,3,19.24
875,126,150,2024-02-09,1,25.23
876,146,177,2024-03-21,6,42.79
877,101,153,2024-03-01,2,109.68
878,116,168,2024-03-15,2,42.19
879,136,59,2024-01-07,3,37.51
880,137,123,2024-01-22,1,14.93
881,133,162,2024-03-20,3,120.15
882,149,98,2024-01-19,1,23.74
883,143,63,2024-01-05,1,119.82
884,136,180,2024-01-15,1,42.19
885,112,5,2024-02-26,3,98.35
886,120,108,2024-01-20,1,69.65
887,126,177,2024-01-27,3,29.5
888,126,129,2024-03-19,3,28.13
889,130,189,2024-01-08,1,81.89
890,145,36,2024-03-07,4,77.83
891,113,144,2024-02-11,6,30.02
892,142,123,2024-03-08,3,9.39
893,124,81,2024-01-23,4,59.25
894,129,137,2024-02-13,1,10.01
895,134,91,2024-03-27,5,109.66
896,149,185,2024-03-28,2,25.9
897,141,178,2024-02-03,2,63.35
898,139,124,2024-01-25,5,52.74
899,115,72,2024-03-12,1,24.51
900,119,58,2024-02-08,5,39.61
901,149,74,2024-03-31,1,27.92
902,113,177,2024-03-31,4,31.46
903,131,82,2024-03-02,5,23.39
904,122,144,2024-02-05,4,38.3
905,118,32,2024-03-14,4,57.17
906,143,140,2024-02-18,4,112.99
907,125,89,2024-01-19,1,96.16
908,118,11,2024-02-06,6,59.45
909,145,21,2024-02-14,1,75.75
910,128,168,2024-02-02,1,76.44
911,147,123,2024-01-28,4,61.1
912,112,138,2024-02-04,2,107.59
913,135,179,2024-02-04,4,98.8
914,108,28,2024-03-19,3,74.25
915,147,151,2024-01-31,1,65.65
916,115,13,2024-03-26,3,28.04
917,133,58,2024-03-22,3,120.08
918,114,14,2024-01-13,1,25.71
919,126,85,2024-03-01,1,26.54
920,106,175,2024-01-18,3,12.83
921,100,141,2024-01-21,1,47.12
922,126,168,2024-03-01,4,26.3
923,130,167,2024-01-26,3,78.36
924,148,74,2024-02-11,3,63.64
925,118,166,2024-01-08,2,57.77
926,149,23,2024-03-24,3,23.66
927,136,60,2024-03-09,4,36.31
928,147,186,2024-01-05,4,60.95
929,111,107,2024-01-23,6,113.46
930,102,102,2024-03-04,2,82.92
931,111,192,2024-02-07,2,125.32
932,102,3,2024-02-08,6,86.83
933,136,155,2024-01-14,2,41.81
934,121,73,2024-02-28,5,21.43
935,141,140,2024-03-08,2,60.87
936,131,35,2024-03-05,3,22.16
937,129,70,2024-01-25,3,10.04
938,107,85,2024-01-21,4,96.09
939,146,118,2024-03-23,3,40.69
940,116,184,2024-01-24,3,36.51
941,100,189,2024-02-13,3,48.66
942,118,146,2024-03-27,3,55.8
943,148,50,2024-01-23,3,72.01
944,139,164,2024-02-21,1,59.24
945,127,132,2024-02-11,2,58.71
946,105,103,2024-03-26,1,22.18
947,106,48,2024-01-18,4,12.17
948,130,83,2024-02-01,4,75.13
949,100,67,2024-02-19,2,44.68
950,115,115,2024-02-04,2,25.75
951,121,78,2024-03-15,1,19.86
952,146,147,2024-01-02,3,42.78
953,116,168,2024-02-16,6,43.45
954,144,61,2024-01-08,3,34.21
955,142,31,2024-02-29,3,9.46
956,119,41,2024-02-21,1,37.8
957,143,129,2024-03-31,4,107.02
958,149,80,2024-03-29,3,26.72
959,107,164,2024-02-07,1,101.73
960,123,158,2024-01-29,2,42.66
961,114,35,2024-03-02,1,27.63
962,109,117,2024-03-18,1,86.74
963,123,107,2024-03-30,1,51.28
964,135,121,2024-03-09,1,96.59
965,142,56,2024-02-01,5,9.56
966,143,194,2024-03-17,1,116.2
967,105,135,2024-02-27,2,22.86
968,133,181,2024-02-16,1,104.55
969,104,145,2024-01-15,3,22.92
970,103,141,2024-03-05,2,77.24
971,112,147,2024-03-09,4,93.86
972,109,43,2024-02-11,3,80.13
973,133,114,2024-01-15,4,117.7
974,143,53,2024-03-15,6,100.12
975,131,24,2024-03-06,1,23.54
976,128,15,2024-02-28,1,69.43
977,108,132,2024-02-23,5,70.42
978,129,145,2024-01-08,1,10.88
979,135,119,2024-03-27,2,103.39
980,119,186,2024-01-03,1,38.39
981,125,66,2024-01-01,1,86.96
982,147,56,2024-03-15,5,60.13
983,104,12,2024-02-24,2,22.53
984,122,180,2024-01-09,2,41.69
985,134,16,2024-01-09,1,119.85
986,130,9,2024-02-06,6,75.77
987,126,47,2024-01-18,5,25.46
988,149,165,2024-03-23,2,25.0
989,126,96,2024-02-18,4,30.65
990,128,97,2024-02-18,1,75.38
991,105,175,2024-03-25,1,23.24
992,134,35,2024-03-24,2,127.01
993,122,31,2024-01-23,3,37.44
994,134,101,2024-03-08,1,107.96
995,108,187,2024-01-29,1,70.44
996,100,194,2024-01-03,4,48.66
997,119,119,2024-03-27,2,35.52
998,146,140,2024-02-24,4,42.67
999,134,98,2024-01-30,1,120.87
1000,115,118,2024-02-14,2,23.91
